Child iri	Parent iri
:LE_7432	:CM_AdministrativeEntry
:LE_7433	:CM_AdministrativeEntry
:LE_7434	:CM_AdministrativeEntry
:LE_7435	:CM_AdministrativeEntry
:LE_7436	:CM_AdministrativeEntry
:LE_7437	:CM_AdministrativeEntry
:LE_7438	:CM_AdministrativeEntry
:LE_7439	:CM_AdministrativeEntry
:LE_744	:CM_FilingDocEncounter
:LE_7440	:CM_AdministrativeEntry
:LE_7441	:CM_AdministrativeEntry
:LE_7442	:CM_AdministrativeEntry
:LE_7443	:CM_AdministrativeEntry
:LE_7444	:CM_AdministrativeEntry
:LE_7445	:CM_AdministrativeEntry
:LE_7446	:CM_AdministrativeEntry
:LE_7447	:CM_AdministrativeEntry
:LE_7448	:CM_AdministrativeEntry
:LE_7449	:CM_AdministrativeEntry
:LE_745	:CM_FilingDocEncounter
:LE_7450	:CM_AdministrativeEntry
:LE_7451	:CM_AdministrativeEntry
:LE_7452	:CM_AdministrativeEntry
:LE_7453	:CM_FilingDocEncounter
:LE_7454	:CM_AdministrativeEntry
:LE_7455	:CM_AdministrativeEntry
:LE_7456	:CM_AdministrativeEntry
:LE_7457	:CM_AdministrativeEntry
:LE_7458	:CM_AdministrativeEntry
:LE_7459	:CM_AdministrativeEntry
:LE_746	:CM_FilingDocEncounter
:LE_7460	:CM_AdministrativeEntry
:LE_7461	:CM_AdministrativeEntry
:LE_7462	:CM_AdministrativeEntry
:LE_7463	:CM_AdministrativeEntry
:LE_7464	:CM_AdministrativeEntry
:LE_7465	:CM_FilingDocEncounter
:LE_7466	:CM_AdministrativeEntry
:LE_7467	:CM_AdministrativeEntry
:LE_7468	:CM_AdministrativeEntry
:LE_7469	:CM_AdministrativeEntry
:LE_747	:CM_FilingDocEncounter
:LE_7470	:CM_AdministrativeEntry
:LE_7471	:CM_AdministrativeEntry
:LE_7472	:CM_AdministrativeEntry
:LE_7473	:CM_AdministrativeEntry
:LE_7474	:CM_AdministrativeEntry
:LE_7475	:CM_AdministrativeEntry
:LE_7476	:CM_AdministrativeEntry
:LE_7477	:CM_AdministrativeEntry
:LE_7478	:CM_AdministrativeEntry
:LE_7479	:CM_AdministrativeEntry
:LE_748	:CM_FilingDocEncounter
:LE_7480	:CM_AdministrativeEntry
:LE_7481	:CM_AdministrativeEntry
:LE_7482	:CM_AdministrativeEntry
:LE_7483	:CM_AdministrativeEntry
:LE_7484	:CM_AdministrativeEntry
:LE_7485	:CM_AdministrativeEntry
:LE_7486	:CM_AdministrativeEntry
:LE_7487	:CM_AdministrativeEntry
:LE_7488	:CM_AdministrativeEntry
:LE_7489	:CM_AdministrativeEntry
:LE_749	:CM_FilingDocEncounter
:LE_7490	:CM_AdministrativeEntry
:LE_7491	:CM_AdministrativeEntry
:LE_7492	:CM_AdministrativeEntry
:LE_7493	:CM_AdministrativeEntry
:LE_7494	:CM_AdministrativeEntry
:LE_7495	:CM_AdministrativeEntry
:LE_7496	:CM_AdministrativeEntry
:LE_7497	:CM_AdministrativeEntry
:LE_7498	:CM_AdministrativeEntry
:LE_7499	:CM_AdministrativeEntry
:LE_75	:CM_TeamMeeting
:LE_750	:CM_FilingDocEncounter
:LE_7500	:CM_AdministrativeEntry
:LE_7501	:CM_AdministrativeEntry
:LE_7502	:CM_AdministrativeEntry
:LE_7503	:CM_AdministrativeEntry
:LE_7504	:CM_AdministrativeEntry
:LE_7505	:CM_AdministrativeEntry
:LE_7506	:CM_AdministrativeEntry
:LE_7507	:CM_AdministrativeEntry
:LE_7508	:CM_AdministrativeEntry
:LE_7509	:CM_AdministrativeEntry
:LE_751	:CM_FilingDocEncounter
:LE_7510	:CM_AdministrativeEntry
:LE_7511	:CM_AdministrativeEntry
:LE_7512	:CM_AdministrativeEntry
:LE_7513	:CM_AdministrativeEntry
:LE_7514	:CM_AdministrativeEntry
:LE_7515	:CM_AdministrativeEntry
:LE_7516	:CM_AdministrativeEntry
:LE_7517	:CM_AdministrativeEntry
:LE_7518	:CM_AdministrativeEntry
:LE_7519	:CM_AdministrativeEntry
:LE_752	:CM_FilingDocEncounter
:LE_7520	:CM_AdministrativeEntry
:LE_7521	:CM_AdministrativeEntry
:LE_7522	:CM_AdministrativeEntry
:LE_7523	:CM_AdministrativeEntry
:LE_7524	:CM_AdministrativeEntry
:LE_7525	:CM_AdministrativeEntry
:LE_7526	:CM_AdministrativeEntry
:LE_7527	:CM_AdministrativeEntry
:LE_7528	:CM_AdministrativeEntry
:LE_7529	:CM_AdministrativeEntry
:LE_753	:CM_FilingDocEncounter
:LE_7530	:CM_AdministrativeEntry
:LE_7531	:CM_AdministrativeEntry
:LE_7532	:CM_AdministrativeEntry
:LE_7533	:CM_AdministrativeEntry
:LE_7534	:CM_AdministrativeEntry
:LE_7535	:CM_AdministrativeEntry
:LE_7536	:CM_AdministrativeEntry
:LE_7537	:CM_AdministrativeEntry
:LE_7538	:CM_AdministrativeEntry
:LE_7539	:CM_AdministrativeEntry
:LE_754	:CM_FilingDocEncounter
:LE_7540	:CM_AdministrativeEntry
:LE_7541	:CM_AdministrativeEntry
:LE_7542	:CM_AdministrativeEntry
:LE_7543	:CM_AdministrativeEntry
:LE_7544	:CM_AdministrativeEntry
:LE_7545	:CM_AdministrativeEntry
:LE_7546	:CM_AdministrativeEntry
:LE_7547	:CM_AdministrativeEntry
:LE_7548	:CM_AdministrativeEntry
:LE_7549	:CM_AdministrativeEntry
:LE_755	:CM_FilingDocEncounter
:LE_7550	:CM_AdministrativeEntry
:LE_7551	:CM_AdministrativeEntry
:LE_7552	:CM_AdministrativeEntry
:LE_7553	:CM_AdministrativeEntry
:LE_7554	:CM_AdministrativeEntry
:LE_7555	:CM_AdministrativeEntry
:LE_7556	:CM_AdministrativeEntry
:LE_7557	:CM_AdministrativeEntry
:LE_7558	:CM_AdministrativeEntry
:LE_7559	:CM_AdministrativeEntry
:LE_756	:CM_FilingDocEncounter
:LE_7560	:CM_AdministrativeEntry
:LE_7561	:CM_FilingDocEncounter
:LE_7562	:CM_AdministrativeEntry
:LE_7563	:CM_AdministrativeEntry
:LE_7564	:CM_AdministrativeEntry
:LE_7565	:CM_AdministrativeEntry
:LE_7566	:CM_AdministrativeEntry
:LE_7567	:CM_AdministrativeEntry
:LE_7568	:CM_AdministrativeEntry
:LE_7569	:CM_AdministrativeEntry
:LE_757	:CM_FilingDocEncounter
:LE_7570	:CM_AdministrativeEntry
:LE_7571	:CM_AdministrativeEntry
:LE_7572	:CM_AdministrativeEntry
:LE_7573	:CM_AdministrativeEntry
:LE_7574	:CM_AdministrativeEntry
:LE_7575	:CM_AdministrativeEntry
:LE_7576	:CM_AdministrativeEntry
:LE_7577	:CM_AdministrativeEntry
:LE_7578	:CM_AdministrativeEntry
:LE_7579	:CM_AdministrativeEntry
:LE_758	:CM_FilingDocEncounter
:LE_7580	:CM_AdministrativeEntry
:LE_7581	:CM_AdministrativeEntry
:LE_7582	:CM_AdministrativeEntry
:LE_7583	:CM_AdministrativeEntry
:LE_7584	:CM_AdministrativeEntry
:LE_7585	:CM_AdministrativeEntry
:LE_7586	:CM_AdministrativeEntry
:LE_7587	:CM_AdministrativeEntry
:LE_7588	:CM_AdministrativeEntry
:LE_7589	:CM_AdministrativeEntry
:LE_759	:CM_FilingDocEncounter
:LE_7590	:CM_AdministrativeEntry
:LE_7591	:CM_AdministrativeEntry
:LE_7592	:CM_AdministrativeEntry
:LE_7593	:CM_AdministrativeEntry
:LE_7594	:CM_AdministrativeEntry
:LE_7595	:CM_AdministrativeEntry
:LE_7596	:CM_AdministrativeEntry
:LE_7597	:CM_AdministrativeEntry
:LE_7598	:CM_AdministrativeEntry
:LE_7599	:CM_AdministrativeEntry
:LE_76	:CM_FilingDocEncounter
:LE_760	:CM_FilingDocEncounter
:LE_7600	:CM_AdministrativeEntry
:LE_7601	:CM_AdministrativeEntry
:LE_7602	:CM_AdministrativeEntry
:LE_7603	:CM_AdministrativeEntry
:LE_7604	:CM_AdministrativeEntry
:LE_7605	:CM_AdministrativeEntry
:LE_7606	:CM_AdministrativeEntry
:LE_7607	:CM_AdministrativeEntry
:LE_7608	:CM_AdministrativeEntry
:LE_7609	:CM_AdministrativeEntry
:LE_761	:CM_FilingDocEncounter
:LE_7610	:CM_AdministrativeEntry
:LE_7611	:CM_AdministrativeEntry
:LE_7612	:CM_AdministrativeEntry
:LE_7613	:CM_AdministrativeEntry
:LE_7614	:CM_AdministrativeEntry
:LE_7615	:CM_AdministrativeEntry
:LE_7616	:CM_AdministrativeEntry
:LE_7617	:CM_AdministrativeEntry
:LE_7618	:CM_AdministrativeEntry
:LE_7619	:CM_AdministrativeEntry
:LE_762	:CM_FilingDocEncounter
:LE_7620	:CM_AdministrativeEntry
:LE_7621	:CM_AdministrativeEntry
:LE_7622	:CM_AdministrativeEntry
:LE_7623	:CM_AdministrativeEntry
:LE_7624	:CM_AdministrativeEntry
:LE_7625	:CM_AdministrativeEntry
:LE_7626	:CM_AdministrativeEntry
:LE_7627	:CM_AdministrativeEntry
:LE_7628	:CM_AdministrativeEntry
:LE_7629	:CM_AdministrativeEntry
:LE_763	:CM_FilingDocEncounter
:LE_7630	:CM_AdministrativeEntry
:LE_7631	:CM_AdministrativeEntry
:LE_7632	:CM_AdministrativeEntry
:LE_7633	:CM_AdministrativeEntry
:LE_7634	:CM_AdministrativeEntry
:LE_7635	:CM_AdministrativeEntry
:LE_7636	:CM_AdministrativeEntry
:LE_7637	:CM_AdministrativeEntry
:LE_7638	:CM_AdministrativeEntry
:LE_7639	:CM_AdministrativeEntry
:LE_764	:CM_FilingDocEncounter
:LE_7640	:CM_AdministrativeEntry
:LE_7641	:CM_AdministrativeEntry
:LE_7642	:CM_AdministrativeEntry
:LE_7643	:CM_AdministrativeEntry
:LE_7644	:CM_AdministrativeEntry
:LE_7645	:CM_AdministrativeEntry
:LE_7646	:CM_AdministrativeEntry
:LE_7647	:CM_AdministrativeEntry
:LE_7648	:CM_AdministrativeEntry
:LE_7649	:CM_AdministrativeEntry
:LE_765	:CM_FilingDocEncounter
:LE_7650	:CM_AdministrativeEntry
:LE_7651	:CM_AdministrativeEntry
:LE_7652	:CM_AdministrativeEntry
:LE_7653	:CM_AdministrativeEntry
:LE_7654	:CM_AdministrativeEntry
:LE_7655	:CM_AdministrativeEntry
:LE_7656	:CM_AdministrativeEntry
:LE_7657	:CM_AdministrativeEntry
:LE_7658	:CM_AdministrativeEntry
:LE_7659	:CM_AdministrativeEntry
:LE_766	:CM_FilingDocEncounter
:LE_7660	:CM_AdministrativeEntry
:LE_7661	:CM_AdministrativeEntry
:LE_7662	:CM_AdministrativeEntry
:LE_7663	:CM_AdministrativeEntry
:LE_7664	:CM_AdministrativeEntry
:LE_7665	:CM_AdministrativeEntry
:LE_7666	:CM_AdministrativeEntry
:LE_7667	:CM_AdministrativeEntry
:LE_7668	:CM_AdministrativeEntry
:LE_7669	:CM_AdministrativeEntry
:LE_767	:CM_FilingDocEncounter
:LE_7670	:CM_AdministrativeEntry
:LE_7671	:CM_AdministrativeEntry
:LE_7672	:CM_AdministrativeEntry
:LE_7673	:CM_AdministrativeEntry
:LE_7674	:CM_AdministrativeEntry
:LE_7675	:CM_AdministrativeEntry
:LE_7676	:CM_AdministrativeEntry
:LE_7677	:CM_AdministrativeEntry
:LE_7678	:CM_AdministrativeEntry
:LE_7679	:CM_AdministrativeEntry
:LE_768	:CM_FilingDocEncounter
:LE_7680	:CM_AdministrativeEntry
:LE_7681	:CM_AdministrativeEntry
:LE_7682	:CM_AdministrativeEntry
:LE_7683	:CM_AdministrativeEntry
:LE_7684	:CM_AdministrativeEntry
:LE_7685	:CM_AdministrativeEntry
:LE_7686	:CM_AdministrativeEntry
:LE_7687	:CM_AdministrativeEntry
:LE_7688	:CM_AdministrativeEntry
:LE_7689	:CM_AdministrativeEntry
:LE_769	:CM_FilingDocEncounter
:LE_7690	:CM_AdministrativeEntry
:LE_7691	:CM_AdministrativeEntry
:LE_7692	:CM_AdministrativeEntry
:LE_7693	:CM_AdministrativeEntry
:LE_7694	:CM_AdministrativeEntry
:LE_7695	:CM_AdministrativeEntry
:LE_7696	:CM_AdministrativeEntry
:LE_7697	:CM_AdministrativeEntry
:LE_7698	:CM_AdministrativeEntry
:LE_7699	:CM_AdministrativeEntry
:LE_77	:CM_HomeVisit
:LE_770	:CM_FilingDocEncounter
:LE_7700	:CM_AdministrativeEntry
:LE_7701	:CM_AdministrativeEntry
:LE_7702	:CM_AdministrativeEntry
:LE_7703	:CM_AdministrativeEntry
:LE_7704	:CM_AdministrativeEntry
:LE_7705	:CM_AdministrativeEntry
:LE_7706	:CM_AdministrativeEntry
:LE_7707	:CM_AdministrativeEntry
:LE_7708	:CM_AdministrativeEntry
:LE_7709	:CM_AdministrativeEntry
:LE_771	:CM_FilingDocEncounter
:LE_7710	:CM_AdministrativeEntry
:LE_7711	:CM_AdministrativeEntry
:LE_7712	:CM_AdministrativeEntry
:LE_7713	:CM_AdministrativeEntry
:LE_7714	:CM_AdministrativeEntry
:LE_7715	:CM_AdministrativeEntry
:LE_7716	:CM_AdministrativeEntry
:LE_7717	:CM_AdministrativeEntry
:LE_7718	:CM_AdministrativeEntry
:LE_7719	:CM_AdministrativeEntry
:LE_772	:CM_FilingDocEncounter
:LE_7720	:CM_AdministrativeEntry
:LE_7721	:CM_AdministrativeEntry
:LE_7722	:CM_AdministrativeEntry
:LE_7723	:CM_AdministrativeEntry
:LE_7724	:CM_AdministrativeEntry
:LE_7725	:CM_AdministrativeEntry
:LE_7726	:CM_AdministrativeEntry
:LE_7727	:CM_AdministrativeEntry
:LE_7728	:CM_AdministrativeEntry
:LE_7729	:CM_AdministrativeEntry
:LE_773	:CM_FilingDocEncounter
:LE_7730	:CM_AdministrativeEntry
:LE_7731	:CM_AdministrativeEntry
:LE_7732	:CM_AdministrativeEntry
:LE_7733	:CM_AdministrativeEntry
:LE_7734	:CM_AdministrativeEntry
:LE_7735	:CM_AdministrativeEntry
:LE_7736	:CM_AdministrativeEntry
:LE_7737	:CM_AdministrativeEntry
:LE_7738	:CM_AdministrativeEntry
:LE_7739	:CM_AdministrativeEntry
:LE_774	:CM_FilingDocEncounter
:LE_7740	:CM_AdministrativeEntry
:LE_7741	:CM_AdministrativeEntry
:LE_7742	:CM_AdministrativeEntry
:LE_7743	:CM_AdministrativeEntry
:LE_7744	:CM_AdministrativeEntry
:LE_7745	:CM_AdministrativeEntry
:LE_7746	:CM_AdministrativeEntry
:LE_7747	:CM_FilingDocEncounter
:LE_7748	:CM_FilingDocEncounter
:LE_7749	:CM_HomeVisit
:LE_775	:CM_FilingDocEncounter
:LE_7750	:CM_FilingDocEncounter
:LE_7751	:CM_FilingDocEncounter
:LE_7752	:CM_FilingDocEncounter
:LE_7753	:CM_UpdateRecordEncounter
:LE_7754	:CM_FilingDocEncounter
:LE_7755	:CM_FilingDocEncounter
:LE_7756	:CM_VideoConsultation
:LE_7757	:CM_UpdateRecordEncounter
:LE_7758	:CM_FilingDocEncounter
:LE_7759	:CM_FilingDocEncounter
:LE_776	:CM_FilingDocEncounter
:LE_7760	:CM_HomeVisit
:LE_7761	:CM_EmailConsultation
:LE_7762	:CM_HomeVisit
:LE_7763	:CM_Transfer
:LE_7764	:CM_UpdateRecordEncounter
:LE_7765	:CM_NoteEncounter
:LE_7766	:CM_HomeVisit
:LE_7767	:CM_HomeVisit
:LE_7768	:CM_NoteEncounter
:LE_7769	:CM_NoteEncounter
:LE_777	:CM_FilingDocEncounter
:LE_7770	:CM_FilingDocEncounter
:LE_7771	:CM_FilingDocEncounter
:LE_7772	:CM_HomeVisit
:LE_7773	:CM_HomeVisit
:LE_7774	:CM_HomeVisit
:LE_7775	:CM_HomeVisit
:LE_7776	:CM_HomeVisit
:LE_7777	:CM_FilingDocEncounter
:LE_7778	:CM_HomeVisit
:LE_7779	:CM_HomeVisit
:LE_778	:CM_FilingDocEncounter
:LE_7780	:CM_HomeVisit
:LE_7781	:CM_HomeVisit
:LE_7782	:CM_AdministrativeEntry
:LE_7783	:CM_FilingDocEncounter
:LE_7784	:CM_HomeVisit
:LE_7785	:CM_AdministrativeEntry
:LE_7786	:CM_HomeVisit
:LE_7787	:CM_HomeVisit
:LE_7788	:CM_HomeVisit
:LE_7789	:CM_HomeVisit
:LE_779	:CM_FilingDocEncounter
:LE_7790	:CM_GPSurgeryConsultation
:LE_7791	:CM_HomeVisit
:LE_7792	:CM_FilingDocEncounter
:LE_7793	:CM_FilingDocEncounter
:LE_7794	:CM_HomeVisit
:LE_7795	:CM_HomeVisit
:LE_7796	:CM_HomeVisit
:LE_7797	:CM_HomeVisit
:LE_7798	:CM_FilingDocEncounter
:LE_7799	:CM_HomeVisit
:LE_78	:CM_FilingDocEncounter
:LE_780	:CM_FilingDocEncounter
:LE_7800	:CM_HomeVisit
:LE_7801	:CM_HomeVisit
:LE_7802	:CM_HomeVisit
:LE_7803	:CM_HomeVisit
:LE_7804	:CM_HomeVisit
:LE_7805	:CM_HomeVisit
:LE_7806	:CM_HomeVisit
:LE_7807	:CM_HomeVisit
:LE_7808	:CM_GPSurgeryConsultation
:LE_7809	:CM_HomeVisit
:LE_781	:CM_FilingDocEncounter
:LE_7810	:CM_HomeVisit
:LE_7811	:CM_HomeVisit
:LE_7812	:CM_GPSurgeryConsultation
:LE_7813	:CM_HomeVisit
:LE_7814	:CM_HomeVisit
:LE_7815	:CM_HomeVisit
:LE_7816	:CM_HomeVisit
:LE_7817	:CM_FilingDocEncounter
:LE_7818	:CM_HomeVisit
:LE_7819	:CM_HomeVisit
:LE_782	:CM_FilingDocEncounter
:LE_7820	:CM_HomeVisit
:LE_7821	:CM_HomeVisit
:LE_7822	:CM_HomeVisit
:LE_7823	:CM_HomeVisit
:LE_7824	:CM_HomeVisit
:LE_7825	:CM_HomeVisit
:LE_7826	:CM_HomeVisit
:LE_7827	:CM_NightVisit
:LE_7828	:CM_NightVisit
:LE_7829	:CM_NightVisit
:LE_783	:CM_FilingDocEncounter
:LE_7830	:CM_NightVisit
:LE_7831	:CM_NightVisit
:LE_7832	:CM_NightVisit
:LE_7833	:CM_NightVisit
:LE_7834	:CM_FilingDocEncounter
:LE_7835	:CM_NightVisit
:LE_7836	:CM_AdministrativeEntry
:LE_7837	:CM_HomeVisit
:LE_7838	:CM_HomeVisit
:LE_7839	:CM_HomeVisit
:LE_784	:CM_FilingDocEncounter
:LE_7840	:CM_HomeVisit
:LE_7841	:CM_HomeVisit
:LE_7842	:CM_HomeVisit
:LE_7843	:CM_HomeVisit
:LE_7844	:CM_FilingDocEncounter
:LE_7845	:CM_HomeVisit
:LE_7846	:CM_HomeVisit
:LE_7847	:CM_HomeVisit
:LE_7848	:CM_HomeVisit
:LE_7849	:CM_HomeVisit
:LE_785	:CM_FilingDocEncounter
:LE_7850	:CM_HomeVisit
:LE_7851	:CM_HomeVisit
:LE_7852	:CM_HomeVisit
:LE_7853	:CM_HomeVisit
:LE_7854	:CM_HomeVisit
:LE_7855	:CM_HomeVisit
:LE_7856	:CM_NightVisit
:LE_7857	:CM_HomeVisit
:LE_7858	:CM_HomeVisit
:LE_7859	:CM_HomeVisit
:LE_786	:CM_FilingDocEncounter
:LE_7860	:CM_HomeVisit
:LE_7861	:CM_HomeVisit
:LE_7862	:CM_HomeVisit
:LE_7863	:CM_FilingDocEncounter
:LE_7864	:CM_FilingDocEncounter
:LE_7865	:CM_FilingDocEncounter
:LE_7866	:CM_FilingDocEncounter
:LE_7867	:CM_FilingDocEncounter
:LE_7868	:CM_HospitalInpDischEncounter
:LE_7869	:CM_NoteEncounter
:LE_787	:CM_FilingDocEncounter
:LE_7870	:CM_NoteEncounter
:LE_7871	:CM_FilingDocEncounter
:LE_7872	:CM_FilingDocEncounter
:LE_7873	:CM_FilingDocEncounter
:LE_7874	:CM_FilingDocEncounter
:LE_7875	:CM_FilingDocEncounter
:LE_7876	:CM_FilingDocEncounter
:LE_7877	:DM_HospitalInpEntry
:LE_7878	:DM_HospitalInpEntry
:LE_7879	:CM_FilingDocEncounter
:LE_788	:CM_FilingDocEncounter
:LE_7880	:CM_HospitalInpAdmitEncounter
:LE_7881	:CM_CancelHospEvent
:LE_7882	:CM_CancelHospEvent
:LE_7883	:CM_Transfer
:LE_7884	:CM_Transfer
:LE_7885	:CM_UpdateRecordEncounter
:LE_7886	:CM_EndHospEvent
:LE_7887	:CM_FilingDocEncounter
:LE_7888	:CM_FilingDocEncounter
:LE_7889	:CM_FilingDocEncounter
:LE_789	:CM_FilingDocEncounter
:LE_7890	:CM_FilingDocEncounter
:LE_7891	:CM_FilingDocEncounter
:LE_7892	:CM_HospitalPreadmission
:LE_7893	:CM_AdministrativeEntry
:LE_7894	:CM_AdministrativeEntry
:LE_7895	:CM_UpdateRecordEncounter
:LE_7896	:CM_Transfer
:LE_7897	:CM_FilingDocEncounter
:LE_7898	:CM_FilingDocEncounter
:LE_7899	:CM_FilingDocEncounter
:LE_79	:CM_NoteEncounter
:LE_790	:CM_FilingDocEncounter
:LE_7900	:CM_FilingDocEncounter
:LE_7901	:CM_FilingDocEncounter
:LE_7902	:CM_FilingDocEncounter
:LE_7903	:CM_FilingDocEncounter
:LE_7904	:CM_FilingDocEncounter
:LE_7905	:CM_FilingDocEncounter
:LE_7906	:CM_FilingDocEncounter
:LE_7907	:CM_FilingDocEncounter
:LE_7908	:CM_FilingDocEncounter
:LE_7909	:CM_FilingDocEncounter
:LE_791	:CM_FilingDocEncounter
:LE_7910	:CM_FilingDocEncounter
:LE_7911	:CM_FilingDocEncounter
:LE_7912	:CM_FilingDocEncounter
:LE_7913	:CM_FilingDocEncounter
:LE_7914	:CM_FilingDocEncounter
:LE_7915	:CM_FilingDocEncounter
:LE_7916	:CM_FilingDocEncounter
:LE_7917	:CM_FilingDocEncounter
:LE_7918	:CM_FilingDocEncounter
:LE_7919	:CM_FilingDocEncounter
:LE_792	:CM_FilingDocEncounter
:LE_7920	:CM_FilingDocEncounter
:LE_7921	:CM_FilingDocEncounter
:LE_7922	:CM_FilingDocEncounter
:LE_7923	:CM_UpdateRecordEncounter
:LE_7924	:CM_CancelHospEvent
:LE_7925	:CM_UpdateRecordEncounter
:LE_7926	:CM_EndHospEvent
:LE_7927	:CM_EndHospEvent
:LE_7928	:CM_FilingDocEncounter
:LE_7929	:CM_FilingDocEncounter
:LE_793	:CM_FilingDocEncounter
:LE_7930	:CM_MaternityAdmission
:LE_7931	:CM_CancelHospEvent
:LE_7932	:CM_Transfer
:LE_7933	:CM_UpdateRecordEncounter
:LE_7934	:CM_UpdateRecordEncounter
:LE_7935	:CM_Transfer
:LE_7936	:CM_HospitalInpAdmitEncounter
:LE_7937	:CM_CancelHospEvent
:LE_7938	:CM_Transfer
:LE_7939	:CM_UpdateRecordEncounter
:LE_794	:CM_FilingDocEncounter
:LE_7940	:CM_UpdateRecordEncounter
:LE_7941	:CM_Transfer
:LE_7942	:CM_FilingDocEncounter
:LE_7943	:CM_AdministrativeEntry
:LE_7944	:DM_HospitalAdmitEntry
:LE_7945	:CM_EndHospEvent
:LE_7946	:CM_FilingDocEncounter
:LE_7947	:CM_FilingDocEncounter
:LE_7948	:CM_FilingDocEncounter
:LE_7949	:CM_FilingDocEncounter
:LE_795	:CM_FilingDocEncounter
:LE_7950	:CM_FilingDocEncounter
:LE_7951	:CM_FilingDocEncounter
:LE_7952	:CM_FilingDocEncounter
:LE_7953	:CM_TelephoneConsultation
:LE_7954	:CM_FilingDocEncounter
:LE_7955	:CM_DidNotAttendEncounter
:LE_7956	:CM_FilingDocEncounter
:LE_7957	:CM_FilingDocEncounter
:LE_7958	:CM_ThirdPartyConsultation
:LE_7959	:CM_EmailConsultation
:LE_796	:CM_FilingDocEncounter
:LE_7960	:CM_ThirdPartyConsultation
:LE_7961	:CM_TeamMeeting
:LE_7962	:CM_ThirdPartyConsultation
:LE_7963	:CM_TeamMeeting
:LE_7964	:CM_ThirdPartyConsultation
:LE_7965	:CM_ThirdPartyConsultation
:LE_7966	:CM_FilingDocEncounter
:LE_7967	:CM_ThirdPartyTelcon
:LE_7968	:CM_ThirdPartyConsultation
:LE_7969	:CM_ThirdPartyConsultation
:LE_797	:CM_FilingDocEncounter
:LE_7970	:CM_ThirdPartyTelcon
:LE_7971	:CM_ThirdPartyConsultation
:LE_7972	:CM_EmailConsultation
:LE_7973	:CM_EmailConsultation
:LE_7974	:CM_FilingDocEncounter
:LE_7975	:CM_FilingDocEncounter
:LE_7976	:CM_FilingDocEncounter
:LE_7977	:CM_Consultation
:LE_7978	:CM_EmailConsultation
:LE_7979	:CM_FilingDocEncounter
:LE_798	:CM_FilingDocEncounter
:LE_7980	:CM_FilingDocEncounter
:LE_7981	:CM_FilingDocEncounter
:LE_7982	:CM_FilingDocEncounter
:LE_7983	:CM_HomeVisit
:LE_7984	:CM_FilingDocEncounter
:LE_7985	:CM_FilingDocEncounter
:LE_7986	:CM_FilingDocEncounter
:LE_7987	:CM_FilingDocEncounter
:LE_7988	:CM_FilingDocEncounter
:LE_7989	:CM_FilingDocEncounter
:LE_799	:CM_FilingDocEncounter
:LE_7990	:CM_FilingDocEncounter
:LE_7991	:CM_FilingDocEncounter
:LE_7992	:CM_FilingDocEncounter
:LE_7993	:CM_FilingDocEncounter
:LE_7994	:CM_FilingDocEncounter
:LE_7995	:CM_FilingDocEncounter
:LE_7996	:CM_NoteEncounter
:LE_7997	:CM_NoteEncounter
:LE_7998	:CM_FilingDocEncounter
:LE_7999	:CM_FilingDocEncounter
:LE_8	:CM_OnPremiseEncounter
:LE_80	:CM_FilingDocEncounter
:LE_800	:CM_FilingDocEncounter
:LE_8000	:CM_FilingDocEncounter
:LE_8001	:CM_FilingDocEncounter
:LE_8002	:CM_FilingDocEncounter
:LE_8003	:CM_FilingDocEncounter
:LE_8004	:CM_FilingDocEncounter
:LE_8005	:CM_FilingDocEncounter
:LE_8006	:CM_FilingDocEncounter
:LE_8007	:CM_FilingDocEncounter
:LE_8008	:CM_FilingDocEncounter
:LE_8009	:CM_FilingDocEncounter
:LE_801	:CM_FilingDocEncounter
:LE_8010	:CM_FilingDocEncounter
:LE_8011	:CM_FilingDocEncounter
:LE_8012	:CM_FilingDocEncounter
:LE_8013	:CM_GPSurgeryConsultation
:LE_8014	:CM_GPSurgeryConsultation
:LE_8015	:CM_GPSurgeryConsultation
:LE_8016	:CM_FilingDocEncounter
:LE_8017	:CM_FilingDocEncounter
:LE_8018	:CM_FilingDocEncounter
:LE_8019	:CM_FilingDocEncounter
:LE_802	:CM_FilingDocEncounter
:LE_8020	:CM_FilingDocEncounter
:LE_8021	:CM_FilingDocEncounter
:LE_8022	:CM_FilingDocEncounter
:LE_8023	:CM_FilingDocEncounter
:LE_8024	:CM_FilingDocEncounter
:LE_8025	:CM_FilingDocEncounter
:LE_8026	:CM_FilingDocEncounter
:LE_8027	:CM_NoteEncounter
:LE_8028	:CM_NoteEncounter
:LE_8029	:CM_NoteEncounter
:LE_803	:CM_FilingDocEncounter
:LE_8030	:CM_NoteEncounter
:LE_8031	:CM_NoteEncounter
:LE_8032	:CM_NoteEncounter
:LE_8033	:CM_NoteEncounter
:LE_8034	:CM_NoteEncounter
:LE_8035	:CM_NoteEncounter
:LE_8036	:CM_NoteEncounter
:LE_8037	:CM_NoteEncounter
:LE_8038	:CM_NoteEncounter
:LE_8039	:CM_NoteEncounter
:LE_804	:CM_FilingDocEncounter
:LE_8040	:CM_NoteEncounter
:LE_8041	:CM_NoteEncounter
:LE_8042	:CM_FilingDocEncounter
:LE_8043	:CM_FilingDocEncounter
:LE_8044	:CM_FilingDocEncounter
:LE_8045	:CM_FilingDocEncounter
:LE_8046	:CM_FilingDocEncounter
:LE_8047	:CM_FilingDocEncounter
