Concept	Group	Property	Object	min	max	Group operator
:LE_9551	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9552	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9553	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9554	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9555	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9556	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9557	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9558	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9559	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_956	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9560	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9561	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9562	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9563	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9564	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9565	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9566	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9567	0	im:SN_116680003	:CM_DidNotAttendEncounter			and
:LE_9568	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9569	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_957	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9570	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9571	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9572	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9573	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9574	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9575	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9576	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9577	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9578	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9579	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_958	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9580	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9581	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9582	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9583	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9584	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9585	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9586	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9587	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9588	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9589	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_959	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9590	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9591	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9592	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9593	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9594	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9595	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9596	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9597	0	im:SN_116680003	:CM_EndHospEvent			and
:LE_9598	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9599	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_96	0	im:SN_116680003	:CM_TransferInpOp			and
:LE_960	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9600	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9601	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9602	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9603	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9604	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9605	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9606	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9607	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9608	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9609	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_961	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9610	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9611	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9612	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9613	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9614	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9615	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9616	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9617	0	im:SN_116680003	:CM_NightVisit			and
:LE_9618	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9619	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_962	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9620	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9621	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9622	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9623	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9624	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9625	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9626	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9627	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9628	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9629	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_963	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9630	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9631	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9632	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9633	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9634	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9635	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9636	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9637	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9638	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9639	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_964	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9640	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9641	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9642	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9643	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9644	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9645	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9646	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9647	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9648	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9649	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_965	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9650	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9651	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9652	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9653	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9654	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9655	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9656	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9657	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9658	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9659	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_966	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9660	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9661	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9662	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9663	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9664	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9665	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9666	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9667	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9668	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9669	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_967	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9670	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9671	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9672	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9673	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9674	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9675	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9676	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9677	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9678	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9679	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_968	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9680	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9681	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9682	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9683	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9684	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9685	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9686	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9687	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9688	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9689	0	im:SN_116680003	:CM_NightVisit			and
:LE_969	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9690	0	im:SN_116680003	:CM_NightVisit			and
:LE_9691	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9692	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9693	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9694	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9695	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9696	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9697	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9698	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9699	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_97	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_970	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9700	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9701	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9702	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9703	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9704	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9705	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9706	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9707	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9708	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9709	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_971	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9710	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9711	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9712	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9713	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9714	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9715	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9716	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9717	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9718	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9719	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_972	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9720	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9721	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9722	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9723	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9724	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9725	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9726	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9727	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9728	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9729	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_973	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9730	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9731	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9732	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9733	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9734	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9735	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9736	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9737	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9738	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9739	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_974	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9740	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9741	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9742	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9743	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9744	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9745	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9746	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9747	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9748	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9749	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_975	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9750	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9751	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9752	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9753	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9754	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9755	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9756	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9757	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9758	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9759	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_976	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9760	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9761	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9762	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9763	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9764	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9765	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9766	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9767	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9768	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9769	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_977	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9770	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9771	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9772	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9773	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9774	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9775	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9776	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9777	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_9778	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9779	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_978	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9780	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9781	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9782	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9783	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9784	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9785	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9786	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9787	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9788	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9789	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_979	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9790	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9791	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9792	0	im:SN_116680003	:CM_SurgeryPodEncounter			and
:LE_9793	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9794	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9795	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9796	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9797	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9798	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9799	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_98	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_980	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9800	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9801	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9802	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9803	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9804	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9805	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9806	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9807	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9808	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9809	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_981	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9810	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9811	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9812	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9813	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9814	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9815	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9816	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9817	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_9818	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9819	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_982	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9820	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9821	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9822	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_9823	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9824	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9825	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9826	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9827	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9828	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9829	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_983	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9830	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9831	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_9832	0	im:SN_116680003	:CM_TelephoneConsultation			and
:LE_9833	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9834	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9835	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9836	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9837	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9838	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9839	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_984	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9840	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9841	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9842	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9843	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9844	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9845	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9846	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9847	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9848	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9849	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_985	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9850	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9851	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9852	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9853	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9854	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9855	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9856	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9857	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9858	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9859	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_986	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9860	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9861	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9862	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9863	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9864	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9865	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9866	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9867	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9868	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9869	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_987	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9870	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9871	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9872	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9873	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9874	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9875	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9876	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9877	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9878	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9879	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_988	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9880	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_9881	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_9882	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9883	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9884	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9885	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9886	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9887	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9888	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9889	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_989	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9890	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9891	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9892	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9893	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9894	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9895	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9896	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9897	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9898	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9899	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_99	0	im:SN_116680003	:CM_GPSurgeryConsultation			and
:LE_990	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9900	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9901	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9902	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9903	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9904	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9905	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9906	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9907	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9908	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9909	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_991	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9910	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9911	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9912	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9913	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9914	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9915	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9916	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9917	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9918	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9919	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_992	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9920	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9921	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9922	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9923	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9924	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9925	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9926	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9927	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9928	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9929	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_993	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_9930	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9931	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9932	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_9933	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9934	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9935	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9936	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9937	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_9938	0	im:SN_116680003	:CM_AdministrativeEntry			and
